AÑO / MES / DÍA ;HORA ;TEMPERATURA (°C) ;PRECIPITACIÓN (mm/hora) ;HUMEDAD (%) ;DIRECCION DEL VIENTO (°) ;VELOCIDAD DEL VIENTO (m/s) 
27/03/2023;9:00;23.0;0.0;72.14;178;0.9
27/03/2023;10:00;24.4;0.0;68.21;213.7;1.6
27/03/2023;11:00;25.2;0.0;63.23;180.8;1.7
27/03/2023;12:00;25.5;0.0;60.24;214.5;1.9
27/03/2023;13:00;25.6;0.0;59.78;199;1.9
27/03/2023;14:00;25.6;0.0;58.94;191.5;2.1
27/03/2023;15:00;24.9;0.2;56.58;183.7;1.8
27/03/2023;16:00;23.6;0.4;61.6;182.6;1.3
27/03/2023;17:00;22.7;0.2;68.64;175.5;1.4
27/03/2023;18:00;22.3;0.1;70.13;217.3;0.8
27/03/2023;19:00;21.8;0.1;73.19;180.6;1.1
27/03/2023;20:00;20.9;0.1;80.2;180.1;1.0
27/03/2023;21:00;20.9;0.1;79.44;209.1;1.0
27/03/2023;22:00;20.9;0.0;79.97;229.6;0.6
27/03/2023;23:00;21.1;0.0;77.45;190;0.6
28/03/2023;0:00;20.6;0.0;81.7;191.4;0.7
28/03/2023;1:00;20.2;0.1;83.7;198.1;0.9
28/03/2023;2:00;20.2;0.0;83.7;174.4;0.5
28/03/2023;3:00;20.6;0.0;81.9;154.4;0.3
28/03/2023;4:00;20.6;0.0;82.9;188.1;0.5
28/03/2023;5:00;20.5;0.0;81.8;184.9;0.4
28/03/2023;6:00;20.6;0.0;83;196.1;0.3
28/03/2023;7:00;20.9;0.0;80;189.6;0.8
28/03/2023;8:00;21.9;0.0;75.34;195.7;0.6
28/03/2023;9:00;23.7;0.0;68.81;179.9;1.0
28/03/2023;10:00;24.3;0.0;66.03;205;1.5
28/03/2023;11:00;25.4;0.0;60.58;210.2;1.8
28/03/2023;12:00;26.4;0.0;57.09;185.2;2.0
28/03/2023;13:00;26.6;0.0;55.72;201.4;1.8
28/03/2023;14:00;26.6;0.0;52.89;207.2;1.8
28/03/2023;15:00;26.9;0.0;50.46;199;1.9
28/03/2023;16:00;25.7;0.3;53.9;207.4;2.3
28/03/2023;17:00;25.2;0.2;53.84;190.5;1.8
28/03/2023;18:00;24.4;0.3;57.69;204.1;1.1
28/03/2023;19:00;24.1;0.3;58.75;186.2;0.8
28/03/2023;20:00;23.6;0.1;60.76;174.5;0.8
28/03/2023;21:00;23.1;0.1;63.75;179.2;0.7
28/03/2023;22:00;22.7;0.1;65.53;180.1;0.6
28/03/2023;23:00;22.3;0.1;70.09;202.2;0.7
29/03/2023;0:00;22.2;0.0;70.42;202.9;0.5
29/03/2023;1:00;21.7;0.0;78.24;180;0.7
29/03/2023;2:00;21.3;0.0;81;175.6;0.7
29/03/2023;3:00;21.1;0.0;82.8;180.2;0.6
29/03/2023;4:00;21.3;0.0;78.89;44.53;0.1
29/03/2023;5:00;21.2;0.0;83;201;0.7
29/03/2023;6:00;20.6;0.1;86.2;141.4;0.3
29/03/2023;7:00;21.6;0.0;79.97;191.3;0.5
29/03/2023;8:00;24.3;0.0;61.87;90.5;0.4
29/03/2023;9:00;25.9;0.0;60.77;202.9;0.9
29/03/2023;10:00;26.0;0.0;59.22;198.5;1.7
29/03/2023;11:00;27.3;0.0;54;199.3;1.9
29/03/2023;12:00;27.9;0.0;50.18;204.2;2.1
29/03/2023;13:00;28.6;0.0;46.64;203.9;1.9
29/03/2023;14:00;28.5;0.0;48;188;2.5
29/03/2023;15:00;27.6;0.4;48.1;187.9;1.9
29/03/2023;17:00;25.9;0.2;52.62;178.2;1.8
29/03/2023;18:00;25.4;0.2;54.7;192.1;1.1
29/03/2023;19:00;24.1;0.3;60.85;178.5;1.0
29/03/2023;20:00;23.6;0.1;60.5;204.4;1.1
29/03/2023;21:00;22.9;0.1;67.82;195.8;0.9
29/03/2023;22:00;22.4;0.1;72.28;155.4;0.6
29/03/2023;23:00;22.7;0.0;67.13;172.5;0.2
30/03/2023;0:00;23.2;0.0;68.21;190.1;0.7
30/03/2023;1:00;22.2;0.0;70.75;126.7;0.3
30/03/2023;2:00;22.3;0.0;70.92;155.7;0.5
30/03/2023;3:00;22.0;0.0;76.6;192.5;0.6
30/03/2023;4:00;21.8;0.0;79.45;199.1;0.5
30/03/2023;5:00;21.1;0.0;83.4;133.1;0.3
30/03/2023;6:00;21.7;0.0;77.9;54.08;0.2
30/03/2023;7:00;22.5;0.0;73.73;192.9;0.4
30/03/2023;8:00;23.2;0.0;73.31;203.8;1.0
30/03/2023;9:00;24.5;0.0;66.63;235;0.7
30/03/2023;10:00;25.9;0.0;61.07;204.9;0.9
30/03/2023;11:00;26.5;0.0;58.5;188.6;1.7
30/03/2023;12:00;26.6;0.0;56.2;193.8;1.9
30/03/2023;13:00;26.9;0.0;57.77;186.6;1.4
30/03/2023;14:00;26.8;0.0;54.07;201.8;1.6
