AÑO / MES / DÍA ;HORA ;TEMPERATURA (°C) ;PRECIPITACIÓN (mm/hora) ;HUMEDAD (%) ;DIRECCION DEL VIENTO (°) ;VELOCIDAD DEL VIENTO (m/s) 
05/02/2023;3:00;19.2;0.0;90.2;163.3;0.6
05/02/2023;4:00;18.9;0.0;91.4;210.9;0.8
05/02/2023;5:00;18.8;0.0;91.7;130.3;0.1
05/02/2023;6:00;19.3;0.0;89.2;116.3;0.1
05/02/2023;7:00;19.9;0.0;86.4;222.2;0.6
05/02/2023;8:00;20.1;0.0;86.5;204.4;0.9
05/02/2023;9:00;22.2;0.0;75.31;200.6;0.9
05/02/2023;10:00;24.8;0.0;63.47;197.3;1.2
05/02/2023;11:00;24.8;0.0;64.44;187.2;2.1
05/02/2023;12:00;24.4;0.0;65.75;191;2.6
05/02/2023;13:00;24.6;0.0;62.79;205.2;2.5
05/02/2023;14:00;25.9;0.0;57.64;191.3;2.1
05/02/2023;15:00;25.7;0.0;57.51;198.6;2.4
05/02/2023;16:00;24.2;0.0;63.42;203;2.1
05/02/2023;17:00;23.3;0.0;69.25;202.8;1.4
05/02/2023;18:00;21.7;0.0;75.6;199.8;1.2
05/02/2023;19:00;20.9;0.0;80.5;187.9;1.0
05/02/2023;20:00;20.4;0.0;82.7;211.9;0.9
05/02/2023;21:00;20.6;0.0;81.3;193.1;0.9
05/02/2023;22:00;20.7;0.0;80.2;204.2;0.5
05/02/2023;23:00;21.1;0.0;77.26;246.3;0.7
06/02/2023;0:00;20.2;0.0;83.1;200.1;0.9
06/02/2023;1:00;20.1;0.0;83.5;183.6;0.6
06/02/2023;2:00;19.9;0.0;84.5;198.1;0.7
06/02/2023;3:00;20.1;0.0;83.7;41.45;0.1
06/02/2023;4:00;20.4;0.0;82.5;146.2;0.3
06/02/2023;5:00;20.6;0.0;81.9;180.3;0.5
06/02/2023;6:00;19.9;0.0;84.8;153.1;0.7
06/02/2023;7:00;20.5;0.0;81.3;184.9;0.6
06/02/2023;8:00;21.5;0.0;73.85;199.1;0.9
06/02/2023;9:00;22.6;0.0;69.67;177.1;0.9
06/02/2023;10:00;23.8;0.0;66.01;175.8;1.2
06/02/2023;11:00;25.6;0.0;59.18;208.9;1.3
06/02/2023;12:00;26.2;0.0;57.2;206.7;1.9
06/02/2023;13:00;26.6;0.0;54.04;206.1;2.4
06/02/2023;14:00;26.7;0.0;53.51;202.7;1.9
06/02/2023;15:00;26.7;0.0;54.78;203;1.7
06/02/2023;16:00;25.9;0.0;55.87;216.4;1.9
06/02/2023;17:00;23.2;0.8;66.37;211.9;2.0
06/02/2023;18:00;23.1;0.1;66.23;200.4;0.9
06/02/2023;19:00;22.2;0.3;68.88;201.3;1.4
06/02/2023;20:00;21.5;0.2;72.88;206.2;1.3
06/02/2023;21:00;21.0;0.1;75.46;185.3;0.7
06/02/2023;22:00;21.3;0.0;74.07;147.5;0.3
06/02/2023;23:00;21.0;0.0;77.19;212.6;0.8
07/02/2023;0:00;21.1;0.0;75.83;196;0.3
07/02/2023;1:00;21.5;0.0;72.72;159;0.4
07/02/2023;2:00;21.1;0.0;76.71;167.4;0.8
07/02/2023;3:00;20.9;0.0;76.72;184.8;0.6
07/02/2023;4:00;20.9;0.0;79.64;97.3;0.2
07/02/2023;5:00;20.5;0.0;84.9;182.6;0.7
07/02/2023;6:00;20.6;0.0;84;184.9;0.9
07/02/2023;7:00;20.5;0.0;85.7;158.3;0.5
07/02/2023;8:00;22.2;0.0;73.44;224.1;0.3
07/02/2023;9:00;23.5;0.0;72.19;180.9;1.3
07/02/2023;10:00;24.2;0.0;66.44;193.8;2.0
07/02/2023;11:00;25.2;0.0;60.82;190.5;1.7
07/02/2023;12:00;26.7;0.0;57.85;201.1;2.2
07/02/2023;13:00;26.3;0.0;54.29;203.6;2.6
07/02/2023;14:00;26.5;0.0;55.48;201.7;2.2
07/02/2023;15:00;26.3;0.3;56.35;209;2.2
07/02/2023;16:00;25.3;0.2;59.7;202.1;2.1
07/02/2023;17:00;24.7;0.2;66.31;203.1;2.2
07/02/2023;18:00;22.6;0.5;74.06;218.8;1.4
07/02/2023;19:00;22.5;0.2;74.76;184.3;1.1
07/02/2023;20:00;21.9;0.1;76.42;189.8;1.1
07/02/2023;21:00;21.6;0.1;78.26;187.1;1.0
07/02/2023;22:00;21.5;0.1;77.89;180.2;0.9
07/02/2023;23:00;20.9;0.0;82.2;192.1;1.0
08/02/2023;0:00;20.8;0.0;82.3;205.4;0.6
08/02/2023;1:00;20.7;0.0;82.2;203.5;0.5
08/02/2023;2:00;20.9;0.0;81.3;188.7;0.6
08/02/2023;3:00;20.6;0.0;82.7;149.6;0.3
08/02/2023;4:00;20.7;0.0;82.4;191.5;0.5
08/02/2023;5:00;19.6;0.0;89.6;178.6;0.5
08/02/2023;6:00;19.7;0.0;89.2;172.3;0.9
08/02/2023;7:00;20.2;0.0;86.4;171.7;0.7
08/02/2023;8:00;21.0;0.0;82.9;179.5;0.8
08/02/2023;9:00;23.2;0.0;71.63;178.2;0.9
08/02/2023;10:00;25.1;0.0;61.23;209.5;1.4
08/02/2023;11:00;26.9;0.0;52.7;195.4;1.3
08/02/2023;12:00;26.9;0.0;56.17;200.1;1.7
08/02/2023;13:00;27.6;0.0;48.79;191.8;1.6
08/02/2023;14:00;27.3;0.2;52.25;222.1;1.8
08/02/2023;16:00;27.3;0.0;45.93;204.7;2.1
08/02/2023;17:00;26.5;0.0;52.28;205.1;1.7
08/02/2023;18:00;24.4;0.6;62.43;217.2;1.9
08/02/2023;19:00;22.5;0.5;72.36;205.8;1.2
08/02/2023;20:00;21.8;0.2;75.83;195.5;0.9
08/02/2023;21:00;21.3;0.1;79.59;207.7;0.8
08/02/2023;22:00;20.6;0.1;83.2;195;0.8
08/02/2023;23:00;20.7;0.0;81.8;214.5;0.8
09/02/2023;0:00;19.6;0.1;88;205.4;1.2
09/02/2023;1:00;19.5;0.1;88.3;160.3;0.4
09/02/2023;2:00;19.5;0.0;88.1;171.4;0.6
09/02/2023;3:00;19.3;0.0;89.1;98;0.3
09/02/2023;4:00;19.4;0.0;88;180.3;0.6
09/02/2023;5:00;19.4;0.0;88.6;177.4;1.0
09/02/2023;6:00;19.2;0.0;89.2;169.3;0.7
09/02/2023;7:00;19.4;0.0;88;101.1;0.3
09/02/2023;8:00;21.1;0.0;81.1;152.9;0.6
09/02/2023;9:00;23.2;0.0;69.33;174.7;1.1
09/02/2023;10:00;24.4;0.0;63.53;201.1;1.7
09/02/2023;11:00;24.8;0.0;59.84;191.6;2.0
09/02/2023;12:00;24.9;0.0;62.18;195.2;2.3
09/02/2023;13:00;25.4;0.0;57.61;181.5;2.6
09/02/2023;14:00;25.6;0.2;59.58;196.5;2.5
09/02/2023;15:00;25.2;0.2;62.49;184.7;2.3
09/02/2023;16:00;24.6;0.2;60.99;211.2;2.1
09/02/2023;17:00;23.4;0.3;68.67;205.3;1.9
09/02/2023;18:00;22.5;0.4;73.1;208;1.5
09/02/2023;19:00;21.4;0.3;77;201.3;1.3
09/02/2023;20:00;21.0;0.2;79.86;193.6;0.7
09/02/2023;21:00;20.9;0.1;80.1;193.7;1.0
09/02/2023;22:00;20.9;0.0;81.1;202.1;1.1
09/02/2023;23:00;20.2;0.1;85.2;168.9;0.4
10/02/2023;0:00;20.3;0.0;85.3;205.8;0.9
10/02/2023;1:00;19.7;0.0;88.1;206.7;0.9
10/02/2023;2:00;19.3;0.0;89.9;202.2;1.0
10/02/2023;3:00;19.1;0.0;91;194.5;0.7
10/02/2023;4:00;19.2;0.0;90.9;184.5;0.6
10/02/2023;5:00;19.3;0.0;90.4;186.3;0.4
10/02/2023;6:00;19.5;0.0;87.8;185.4;0.3
10/02/2023;7:00;20.0;0.0;86.5;187.5;0.4
10/02/2023;8:00;21.1;0.0;82.8;181.1;0.9
10/02/2023;9:00;22.4;0.0;76.11;203.1;0.8
10/02/2023;10:00;23.5;0.0;69.13;179.5;1.5
10/02/2023;11:00;24.4;0.0;61.32;192.9;1.7
10/02/2023;12:00;26.3;0.0;53.27;187.7;1.5
10/02/2023;13:00;26.3;0.0;52.64;184.7;2.1
10/02/2023;14:00;26.5;0.2;52.53;199.9;2.1
10/02/2023;15:00;25.9;0.2;52.71;181.4;2.0
10/02/2023;16:00;25.8;0.1;55.07;197.1;1.6
10/02/2023;17:00;24.6;0.3;59.12;184.2;1.7
10/02/2023;18:00;23.3;0.4;64;180.9;1.2
10/02/2023;19:00;22.7;0.2;69.32;190.9;1.3
10/02/2023;20:00;22.1;0.2;73.49;186.6;0.9
10/02/2023;21:00;21.6;0.1;74.47;206.8;0.9
10/02/2023;22:00;20.9;0.1;81.1;196.9;1.0
10/02/2023;23:00;20.2;0.1;82.7;170;0.7
11/02/2023;0:00;20.2;0.0;82.8;172.3;0.9
11/02/2023;1:00;19.9;0.0;84;176.2;0.9
11/02/2023;2:00;19.7;0.0;84.4;209.5;0.7
11/02/2023;3:00;20.0;0.0;82.8;141.2;0.3
11/02/2023;4:00;20.0;0.0;83.5;171.8;0.4
11/02/2023;5:00;20.3;0.0;82.1;68.59;0.1
11/02/2023;6:00;20.6;0.0;79.49;63.37;0.2
11/02/2023;7:00;21.3;0.0;79.75;198.8;0.8
11/02/2023;8:00;21.6;0.0;78.85;182.1;1.0
11/02/2023;9:00;22.8;0.0;73.78;181.6;1.5
11/02/2023;10:00;24.0;0.0;67.8;183.7;1.5
11/02/2023;11:00;24.4;0.0;63.84;178.7;1.8
11/02/2023;12:00;25.9;0.0;60.27;193.9;1.9
11/02/2023;13:00;25.3;0.4;55.96;217.1;1.8
11/02/2023;14:00;24.4;0.1;61.22;187.9;1.9
11/02/2023;15:00;24.2;0.2;59.86;190.6;1.6
11/02/2023;16:00;24.3;0.0;63.71;193.7;1.5
11/02/2023;17:00;23.8;0.0;63.32;181.5;1.1
11/02/2023;18:00;22.7;0.0;69.47;201;1.3
11/02/2023;19:00;21.6;0.0;75.06;210.3;1.2
11/02/2023;20:00;21.0;0.0;77.91;177.8;0.8
11/02/2023;21:00;20.9;0.0;77.55;213;1.1
11/02/2023;22:00;20.6;0.0;79.99;173.3;0.5
11/02/2023;23:00;20.7;0.0;81.6;189;0.5
12/02/2023;0:00;20.3;0.0;84.3;196.6;0.7
12/02/2023;1:00;19.7;0.0;88;189.5;0.8
12/02/2023;2:00;19.7;0.0;88.2;177;0.6
12/02/2023;3:00;19.9;0.0;87.9;174.5;0.7
12/02/2023;4:00;19.7;0.0;89.7;183;0.5
12/02/2023;5:00;19.7;0.0;89.4;193;0.9
12/02/2023;6:00;19.7;0.0;88.6;193.4;0.9
12/02/2023;7:00;19.8;0.0;88.2;216.6;0.8
12/02/2023;8:00;21.5;0.0;80.2;182.8;0.4
12/02/2023;9:00;23.0;0.0;73.66;185.8;1.0
12/02/2023;10:00;24.6;0.0;67.05;204.2;1.0
12/02/2023;11:00;25.9;0.0;61.9;196;2.0
12/02/2023;12:00;26.9;0.0;57.4;205.4;1.9
12/02/2023;13:00;25.3;0.5;61.15;192.8;2.4
12/02/2023;14:00;24.4;0.4;63.19;207.2;2.1
12/02/2023;15:00;24.4;0.1;62.41;199.4;2.1
12/02/2023;16:00;24.6;0.0;59.23;174.4;2.0
12/02/2023;17:00;23.9;0.0;62.04;176.8;1.4
12/02/2023;18:00;23.0;0.0;70.54;190.2;1.0
12/02/2023;19:00;21.7;0.0;78.7;193.8;0.7
12/02/2023;20:00;21.2;0.4;84.1;52.14;0.1
12/02/2023;21:00;21.9;0.1;77.55;123.1;0.2
12/02/2023;22:00;22.2;0.0;77.74;145.7;0.3
12/02/2023;23:00;21.7;0.0;78.93;0;0.0
13/02/2023;0:00;21.4;0.0;81.5;192.2;0.4
13/02/2023;1:00;20.5;0.0;84.8;175.9;0.5
13/02/2023;2:00;19.9;0.0;87.4;182.4;0.7
13/02/2023;3:00;19.9;0.0;85.9;175.2;0.9
13/02/2023;4:00;19.6;0.0;87.7;197.1;0.7
13/02/2023;5:00;19.6;0.0;87.7;180.5;0.8
13/02/2023;6:00;19.5;0.0;89;209.3;0.5
13/02/2023;7:00;20.0;0.0;86.4;39.96;0.0
13/02/2023;8:00;22.1;0.0;76.56;128.5;0.3
13/02/2023;9:00;23.6;0.0;71.08;225.1;1.1
13/02/2023;10:00;24.7;0.0;66.95;218.9;1.4
13/02/2023;11:00;26.0;0.0;59.11;209.2;1.3
13/02/2023;12:00;27.3;0.0;58.17;217.6;1.6
13/02/2023;13:00;27.6;0.0;58.3;198.7;1.9
13/02/2023;14:00;27.3;0.2;54.01;168.7;1.8
13/02/2023;15:00;25.7;0.4;58.99;179.6;1.9
13/02/2023;16:00;24.0;0.5;66.25;192.9;1.6
13/02/2023;17:00;23.2;0.3;66.18;185;1.3
13/02/2023;18:00;22.9;0.1;65.28;207.9;1.5
13/02/2023;19:00;23.0;0.1;63.61;199.9;0.8
13/02/2023;20:00;23.2;0.0;62.32;146.8;0.4
13/02/2023;21:00;23.3;0.0;61.14;86.5;0.1
13/02/2023;22:00;23.2;0.0;69.77;212.2;0.4
13/02/2023;23:00;22.7;0.0;74.37;161.6;0.6
14/02/2023;0:00;21.9;0.0;77.79;163.1;0.6
14/02/2023;1:00;21.3;0.0;80.8;204.3;0.8
14/02/2023;2:00;21.6;0.0;77.95;130.2;0.2
14/02/2023;3:00;21.3;0.0;81.8;185.5;0.9
14/02/2023;4:00;21.1;0.0;81.2;188.6;0.7
14/02/2023;5:00;21.5;0.0;79.19;0;0.0
14/02/2023;6:00;21.9;0.0;76.75;264.6;0.6
14/02/2023;7:00;22.1;0.0;74.47;203.4;0.5
14/02/2023;8:00;22.3;0.0;73.48;172.8;0.6
14/02/2023;9:00;23.2;0.0;69.31;205.4;1.0
14/02/2023;10:00;24.9;0.0;61.97;166.8;1.5
14/02/2023;11:00;27.7;0.0;54.13;212.9;1.1
14/02/2023;12:00;27.4;0.3;54.34;207.3;1.6
14/02/2023;13:00;25.4;0.4;63.06;184;2.0
14/02/2023;14:00;25.1;0.1;63.24;172.6;1.6
14/02/2023;15:00;24.5;0.2;62.86;183;1.4
14/02/2023;16:00;23.6;0.1;66.14;186;1.7
14/02/2023;17:00;23.4;0.1;66.99;189.9;1.3
14/02/2023;18:00;22.8;0.2;67.75;174.1;1.0
14/02/2023;19:00;22.3;0.2;70.49;196.5;1.2
14/02/2023;20:00;21.9;0.1;72.43;200.4;0.9
14/02/2023;21:00;21.6;0.1;73.79;161;0.6
14/02/2023;22:00;21.6;0.0;73.4;187.1;0.4
14/02/2023;23:00;21.7;0.0;77.12;166.5;0.5
15/02/2023;0:00;21.5;0.0;77.02;156.9;0.5
15/02/2023;1:00;20.5;0.0;82;176;0.6
15/02/2023;2:00;19.8;0.0;86.8;180.2;0.9
15/02/2023;3:00;19.6;0.0;88.6;182.3;0.7
15/02/2023;4:00;19.6;0.0;88.5;199.6;1.0
15/02/2023;5:00;19.6;0.0;88.5;140.6;0.3
15/02/2023;6:00;19.8;0.0;87.6;202.7;0.8
15/02/2023;7:00;19.9;0.0;87.3;207.2;1.0
15/02/2023;8:00;20.5;0.0;83.8;183.9;0.6
15/02/2023;9:00;21.6;0.0;77.07;161;0.5
15/02/2023;10:00;24.2;0.0;68.28;204.6;1.0
15/02/2023;11:00;25.5;0.0;61.24;207.1;2.0
15/02/2023;12:00;26.3;0.0;59.43;186.4;1.6
15/02/2023;13:00;25.6;0.2;60.94;190.1;2.1
15/02/2023;14:00;24.6;0.4;62.65;191;2.0
15/02/2023;15:00;22.8;0.5;70.82;191.1;1.8
15/02/2023;16:00;21.5;0.4;78.88;157.8;1.2
15/02/2023;17:00;22.0;0.1;75.8;200.2;0.9
15/02/2023;18:00;22.4;0.0;72.96;168.7;0.6
15/02/2023;19:00;22.4;0.0;71.9;168.9;0.5
15/02/2023;20:00;22.1;0.0;76.08;191.2;0.8
15/02/2023;21:00;22.1;0.0;76.5;129.3;0.3
15/02/2023;22:00;21.7;0.0;80.4;209.4;0.7
15/02/2023;23:00;21.3;0.0;82.1;196.6;1.1
16/02/2023;0:00;20.9;0.1;84.3;145.5;0.6
16/02/2023;1:00;21.0;0.0;83.7;184.1;0.6
16/02/2023;2:00;20.7;0.0;87.4;136.3;0.3
16/02/2023;3:00;20.5;0.0;88;161.5;0.3
16/02/2023;4:00;20.4;0.1;89.4;191.7;0.4
16/02/2023;5:00;20.5;0.0;89;159.3;0.5
16/02/2023;6:00;20.6;0.0;84.4;195.2;0.6
16/02/2023;7:00;20.7;0.0;87.2;181.7;0.6
16/02/2023;8:00;21.2;0.0;84.2;178.3;0.2
16/02/2023;9:00;22.5;0.0;77.76;193.2;0.9
16/02/2023;10:00;23.6;0.0;70.59;195.7;0.8
16/02/2023;11:00;25.1;0.0;64.57;170.1;1.0
16/02/2023;12:00;25.2;0.0;64.38;193.9;1.4
16/02/2023;13:00;25.7;0.0;61.48;184.5;1.3
16/02/2023;14:00;27.0;0.0;55.63;182.7;2.0
16/02/2023;15:00;26.3;0.0;57.88;150;1.3
16/02/2023;16:00;25.4;0.3;61.5;188.9;1.1
16/02/2023;17:00;24.7;0.2;61.6;179.3;1.6
16/02/2023;18:00;24.1;0.2;61.99;189.7;1.0
16/02/2023;19:00;22.5;0.3;74.63;208.8;1.6
16/02/2023;20:00;21.9;0.2;79.66;211.4;1.2
16/02/2023;21:00;21.6;0.1;82.3;173.8;0.8
16/02/2023;22:00;21.6;0.1;81.1;196.8;0.5
16/02/2023;23:00;21.3;0.1;83.5;179.7;0.5
17/02/2023;0:00;21.3;0.0;83.8;181.1;0.3
17/02/2023;1:00;21.1;0.0;84.9;192;0.6
17/02/2023;2:00;20.9;0.1;86.9;202.3;0.7
17/02/2023;3:00;20.3;0.0;89.4;154.1;0.6
17/02/2023;4:00;19.9;0.1;90.8;95;0.2
17/02/2023;5:00;20.7;0.0;86.5;142.5;0.4
17/02/2023;6:00;20.0;0.0;90.6;180.3;0.7
17/02/2023;7:00;20.7;0.0;86.5;204.5;0.6
17/02/2023;8:00;22.1;0.0;78.94;172.4;0.4
17/02/2023;9:00;24.4;0.0;66.68;199.1;1.0
17/02/2023;10:00;25.9;0.0;61.95;182.5;1.0
17/02/2023;11:00;26.5;0.0;59.24;179.9;1.7
17/02/2023;12:00;27.4;0.0;52.97;194.3;1.9
17/02/2023;13:00;26.7;0.2;54.91;197.3;2.0
17/02/2023;14:00;26.9;0.2;53.31;201.3;2.0
17/02/2023;15:00;26.8;0.3;53.02;168.1;1.2
17/02/2023;16:00;26.1;0.3;52.7;190.2;1.4
17/02/2023;17:00;25.5;0.2;52.22;190.1;1.2
17/02/2023;18:00;24.5;0.3;56.74;177.8;1.4
17/02/2023;19:00;23.7;0.2;58.07;205.5;1.3
17/02/2023;20:00;23.3;0.1;59.47;181.7;0.8
17/02/2023;21:00;23.1;0.1;58.31;196.2;0.6
17/02/2023;22:00;23.0;0.0;58.12;175.4;0.4
17/02/2023;23:00;22.7;0.1;61.04;5.82;0.0
18/02/2023;0:00;23.0;0.0;61.77;180.3;0.4
18/02/2023;1:00;22.1;0.0;72.93;167.6;0.5
18/02/2023;2:00;21.9;0.0;74.52;173.7;0.4
18/02/2023;3:00;21.5;0.0;81.1;164.2;0.6
18/02/2023;4:00;21.4;0.0;79.4;100.4;0.2
18/02/2023;5:00;21.4;0.0;80.2;199.1;0.7
18/02/2023;6:00;20.6;0.0;86.8;88;0.2
18/02/2023;7:00;20.8;0.0;83.7;0;0.0
18/02/2023;8:00;22.4;0.0;77.82;196.3;0.8
18/02/2023;9:00;23.3;0.0;73.49;184.7;0.6
18/02/2023;10:00;25.1;0.0;62.28;182.5;1.3
18/02/2023;11:00;26.9;0.0;49.64;178;1.8
18/02/2023;12:00;27.5;0.0;50.32;184;1.9
18/02/2023;13:00;27.1;0.0;50.41;195.7;2.1
18/02/2023;14:00;27.6;0.0;48.19;201.2;1.9
18/02/2023;15:00;27.5;0.0;51.13;205.1;1.9
18/02/2023;16:00;26.2;0.3;56.52;199.8;2.1
18/02/2023;17:00;25.6;0.2;55.96;193.5;1.7
18/02/2023;18:00;24.6;0.3;62.88;204.6;1.4
18/02/2023;19:00;23.1;0.4;63.92;209.9;1.5
18/02/2023;20:00;23.0;0.2;63.95;197.7;0.7
18/02/2023;21:00;22.9;0.1;63.97;202.4;0.8
18/02/2023;22:00;23.0;0.0;63.93;200.6;0.7
18/02/2023;23:00;22.8;0.0;66.56;183.9;0.7
19/02/2023;0:00;22.7;0.0;68.31;79.2;0.1
19/02/2023;1:00;22.4;0.0;72.46;192.2;0.7
19/02/2023;2:00;21.8;0.1;76.73;158.1;0.4
19/02/2023;3:00;21.7;0.0;76.84;139.5;0.3
19/02/2023;4:00;21.7;0.0;78.06;276.5;0.4
19/02/2023;5:00;21.5;0.0;75.77;16.66;0.0
19/02/2023;6:00;22.1;0.0;72.05;37.43;0.1
19/02/2023;7:00;22.5;0.0;73.3;191.8;0.9
19/02/2023;8:00;24.1;0.0;62.31;211.8;0.8
19/02/2023;9:00;25.7;0.0;58.84;193.8;1.1
19/02/2023;10:00;25.8;0.0;60.19;201.9;1.4
19/02/2023;11:00;26.0;0.0;58.53;186.7;1.8
19/02/2023;12:00;25.9;0.0;54.57;198.5;2.1
19/02/2023;13:00;26.4;0.0;51.96;198.9;2.3
19/02/2023;14:00;25.5;0.2;55.12;191.4;1.9
19/02/2023;15:00;24.7;0.3;61.57;189.2;1.4
19/02/2023;16:00;23.7;0.2;64.34;174.9;1.4
