AÑO / MES / DÍA ;HORA ;TEMPERATURA (°C) ;PRECIPITACIÓN (mm/hora) ;HUMEDAD (%) ;DIRECCION DEL VIENTO (°) ;VELOCIDAD DEL VIENTO (m/s) 
19/02/2023;17:00;22.9;0.3;73.64;211.1;1.5
19/02/2023;18:00;22.0;0.2;76.17;204.2;1.4
19/02/2023;19:00;21.7;0.2;78.16;213.8;0.9
19/02/2023;20:00;21.5;0.0;78.36;250.2;0.6
19/02/2023;21:00;21.0;0.3;84.9;227.7;0.4
19/02/2023;22:00;20.5;1.1;89.1;156.2;0.3
19/02/2023;23:00;20.3;0.0;87.9;204.5;1.0
20/02/2023;0:00;19.8;0.0;90.6;107.7;0.1
20/02/2023;1:00;19.6;0.0;90.7;142.7;0.2
21/02/2023;12:00;26.4;0.0;59.82;209.5;1.8
21/02/2023;13:00;26.4;0.0;60.53;201.3;1.8
21/02/2023;14:00;26.3;0.0;59.45;197.1;1.9
21/02/2023;15:00;26.3;0.0;58.04;204.1;2.0
21/02/2023;16:00;24.8;0.0;64.29;206.5;1.9
21/02/2023;17:00;23.6;0.8;66.4;198.6;2.0
21/02/2023;18:00;23.2;0.2;67.35;181;1.4
21/02/2023;19:00;23.0;0.1;67.46;93.5;1.0
21/02/2023;20:00;23.0;0.1;66.86;128.6;0.8
21/02/2023;21:00;23.0;0.0;65.32;138.4;1.6
21/02/2023;22:00;23.0;0.0;68.55;147.3;0.8
21/02/2023;23:00;21.9;0.3;75.79;139.3;0.8
22/02/2023;0:00;22.1;0.0;72.52;119.9;0.7
22/02/2023;1:00;21.7;0.0;78.48;209.6;0.6
22/02/2023;2:00;21.5;0.0;78.03;189.8;0.7
22/02/2023;3:00;21.3;0.0;79.84;165.2;0.3
22/02/2023;4:00;21.0;0.0;79.86;180.5;0.3
22/02/2023;5:00;21.0;0.0;80.1;147.9;0.3
22/02/2023;6:00;20.9;0.0;79.51;233.8;0.3
22/02/2023;7:00;21.4;0.0;77.61;40.15;0.0
22/02/2023;8:00;22.6;0.0;72.01;208.1;0.4
22/02/2023;9:00;23.9;0.0;66.48;225.7;0.6
22/02/2023;10:00;26.1;0.0;60.03;205;0.6
22/02/2023;11:00;27.2;0.0;55.78;181.1;1.0
22/02/2023;12:00;27.9;0.0;53.34;173.9;1.9
22/02/2023;13:00;27.3;0.0;56.16;194.6;2.5
22/02/2023;14:00;26.9;0.2;55.26;209.3;2.6
22/02/2023;15:00;25.6;0.5;56.99;197.2;2.1
22/02/2023;16:00;25.9;0.0;56.05;193.1;1.9
22/02/2023;17:00;24.6;0.4;60.37;202.1;1.8
22/02/2023;18:00;23.9;0.2;62.29;214.5;1.4
22/02/2023;19:00;23.2;0.2;61.67;197.2;1.1
22/02/2023;20:00;22.8;0.1;63.32;264.2;0.8
22/02/2023;21:00;23.0;0.0;61.94;188.7;0.9
22/02/2023;22:00;22.7;0.0;63.06;212.7;1.0
22/02/2023;23:00;22.6;0.0;63.36;138.9;1.0
23/02/2023;0:00;22.4;0.0;65.17;201.9;0.6
23/02/2023;1:00;21.5;0.1;75.11;193;0.5
23/02/2023;2:00;21.3;0.1;75.17;124;0.2
23/02/2023;3:00;21.3;0.0;75.77;206.4;0.7
23/02/2023;4:00;21.1;0.0;78.25;123.2;0.2
23/02/2023;5:00;20.9;0.0;79.51;181.6;0.6
23/02/2023;6:00;21.3;0.0;74.23;197.5;0.4
23/02/2023;7:00;21.6;0.0;74.15;170.8;0.5
23/02/2023;8:00;22.4;0.0;71.45;171.5;1.0
23/02/2023;9:00;24.1;0.0;60.23;207.9;1.2
23/02/2023;10:00;25.1;0.0;58.52;199.5;1.6
23/02/2023;11:00;26.6;0.0;54.59;183.2;1.6
23/02/2023;12:00;25.9;0.2;53.58;209.4;2.0
23/02/2023;13:00;25.9;0.1;50.82;190.5;2.0
23/02/2023;14:00;26.7;0.1;50.13;201.2;1.7
23/02/2023;15:00;25.8;0.4;51.2;203.4;2.0
23/02/2023;16:00;26.3;0.0;51.93;206.5;1.5
23/02/2023;17:00;25.2;0.0;55.09;208.2;1.9
23/02/2023;18:00;24.3;0.0;58.43;223.4;1.3
23/02/2023;19:00;23.8;0.0;60.36;204.7;0.9
23/02/2023;20:00;23.3;0.0;61.48;170.7;0.6
23/02/2023;21:00;23.1;0.0;66.66;199.7;0.9
23/02/2023;22:00;21.8;0.2;75.75;178.7;0.2
23/02/2023;23:00;22.6;0.1;68.69;58.73;0.1
24/02/2023;0:00;21.7;0.0;76.83;230.4;0.5
24/02/2023;1:00;21.5;0.0;75.39;186.2;0.6
24/02/2023;2:00;21.2;0.0;72.36;85.5;0.2
24/02/2023;3:00;20.6;0.0;73.67;0;0.0
24/02/2023;4:00;20.4;0.0;80.8;184.4;0.6
24/02/2023;5:00;20.1;0.0;84.4;199.9;0.6
24/02/2023;6:00;20.0;0.0;84.8;197.2;0.6
24/02/2023;7:00;20.4;0.0;82.6;251;0.3
24/02/2023;8:00;22.9;0.0;66.23;140.1;0.3
24/02/2023;9:00;24.6;0.0;59.62;239.2;0.5
24/02/2023;10:00;25.8;0.0;61.76;181.8;1.6
24/02/2023;11:00;25.2;0.0;63.12;181.5;2.0
24/02/2023;12:00;27.1;0.0;53.64;191.9;1.7
24/02/2023;13:00;27.8;0.0;48.65;200.7;1.9
24/02/2023;14:00;27.5;0.0;45.15;187.1;2.1
24/02/2023;15:00;26.0;0.7;47.2;185.2;1.5
24/02/2023;16:00;24.8;0.4;51.88;209.9;1.3
24/02/2023;17:00;25.1;0.0;55.26;167.3;1.3
24/02/2023;18:00;23.8;0.0;63.28;204;1.3
24/02/2023;19:00;22.7;0.0;66.8;202.3;1.2
24/02/2023;20:00;22.3;0.0;66.57;188.8;0.7
24/02/2023;21:00;21.7;0.0;73.17;209.8;1.1
24/02/2023;22:00;21.3;0.0;76.02;175.9;0.5
24/02/2023;23:00;21.1;0.0;78.97;154;0.7
25/02/2023;0:00;20.6;0.0;81.2;192.5;0.6
25/02/2023;1:00;21.0;0.0;77.91;196.7;0.6
25/02/2023;2:00;20.6;0.0;80.4;173.1;0.7
25/02/2023;3:00;20.2;0.0;81.9;0;0.0
25/02/2023;4:00;20.5;0.0;77.08;107.6;0.1
25/02/2023;5:00;21.1;0.0;71.39;209.6;0.4
25/02/2023;6:00;20.9;0.0;72.71;0;0.0
25/02/2023;7:00;21.7;0.0;69.71;165.7;0.3
25/02/2023;8:00;22.3;0.0;72.73;210.6;1.0
25/02/2023;9:00;24.4;0.0;63.22;194.3;1.5
25/02/2023;10:00;25.5;0.0;61.94;205.7;1.7
25/02/2023;11:00;25.7;0.0;58.69;185.4;1.6
25/02/2023;12:00;26.2;0.0;58.57;209.2;1.9
25/02/2023;13:00;26.4;0.0;56.33;193.6;2.0
25/02/2023;14:00;26.2;0.0;56.32;210.5;2.3
25/02/2023;15:00;23.6;0.7;61.89;182.6;2.0
25/02/2023;16:00;22.7;0.3;64.52;193.6;1.7
25/02/2023;17:00;22.0;0.2;69.4;185.4;1.3
25/02/2023;18:00;20.9;0.2;76.19;226.5;1.1
25/02/2023;19:00;20.7;0.1;77.72;204.5;0.8
25/02/2023;20:00;20.7;0.1;79.15;170.1;0.8
25/02/2023;21:00;20.8;0.0;79.35;150.4;0.4
25/02/2023;22:00;20.9;0.0;79.46;175.7;0.6
25/02/2023;23:00;20.6;0.0;80.8;175.7;0.7
26/02/2023;0:00;19.5;0.0;85.5;195;0.7
26/02/2023;1:00;19.3;0.0;86.8;152.8;0.3
26/02/2023;2:00;19.6;0.0;84.5;27.16;0.0
26/02/2023;3:00;20.7;0.0;78.64;55.3;0.2
26/02/2023;4:00;21.0;0.0;77.91;119.9;0.2
26/02/2023;5:00;20.9;0.0;78.76;141.6;0.4
26/02/2023;6:00;20.4;0.0;80.7;0;0.0
26/02/2023;7:00;20.9;0.0;79.02;203;0.7
26/02/2023;8:00;19.9;0.0;85.8;201.2;1.2
26/02/2023;9:00;22.4;0.0;75.42;182.7;0.9
26/02/2023;10:00;24.1;0.0;66.16;184.9;1.5
26/02/2023;11:00;25.4;0.0;60.23;171.1;2.3
26/02/2023;12:00;25.7;0.0;58.62;180.6;2.0
26/02/2023;13:00;25.9;0.0;57;198.7;2.1
26/02/2023;14:00;26.2;0.0;52.25;204.3;1.8
26/02/2023;15:00;25.2;0.2;53.56;194.1;1.8
26/02/2023;16:00;23.8;0.4;57.9;211.7;2.0
26/02/2023;17:00;22.1;0.4;70.67;152.9;1.3
26/02/2023;18:00;22.0;0.1;71.58;202.4;1.2
26/02/2023;19:00;21.8;0.1;72.19;216.3;1.2
26/02/2023;20:00;21.3;0.1;76.01;182.3;1.1
26/02/2023;21:00;20.5;0.1;80;189.8;1.1
26/02/2023;22:00;20.3;0.1;80.5;176.4;0.7
26/02/2023;23:00;20.6;0.0;77.03;191;0.8
27/02/2023;0:00;20.7;0.0;76.21;177.8;0.3
27/02/2023;1:00;21.4;0.0;73.97;119.7;0.5
27/02/2023;2:00;21.5;0.0;73.31;202.5;1.2
27/02/2023;3:00;18.4;0.0;89.6;197.8;1.3
27/02/2023;4:00;18.6;0.0;87.3;170.9;0.6
27/02/2023;5:00;19.2;0.0;85;122;0.1
27/02/2023;6:00;19.8;0.0;81.6;118.9;0.4
27/02/2023;7:00;21.1;0.0;76.02;0;0.0
27/02/2023;8:00;21.4;0.0;75.14;195.8;0.6
27/02/2023;9:00;22.9;0.0;69.51;184.4;0.9
27/02/2023;10:00;24.2;0.0;62.14;205.6;1.3
27/02/2023;11:00;24.6;0.0;60.49;195.3;1.5
27/02/2023;12:00;25.9;0.0;52.98;191.8;1.2
27/02/2023;13:00;26.7;0.0;52.99;197;2.0
27/02/2023;14:00;26.2;0.3;55.47;188.4;1.8
27/02/2023;15:00;25.6;0.3;53.73;193.2;1.9
27/02/2023;16:00;25.3;0.0;55.64;168.1;1.5
27/02/2023;17:00;23.8;0.5;58.27;165.3;1.3
27/02/2023;18:00;22.9;0.3;62.23;206.4;1.2
27/02/2023;19:00;23.0;0.1;61.66;192.1;0.8
27/02/2023;20:00;22.2;0.1;70.57;174.8;0.5
27/02/2023;21:00;21.8;0.1;72.26;149;0.5
27/02/2023;22:00;21.3;0.1;75.37;179.2;0.6
27/02/2023;23:00;21.0;0.1;75.61;81.5;0.1
28/02/2023;0:00;21.5;0.0;72.9;159.5;0.3
28/02/2023;1:00;21.2;0.0;75.97;201.5;0.9
28/02/2023;2:00;19.9;0.0;80.9;150.7;0.3
28/02/2023;3:00;20.2;0.0;78.45;48.22;0.2
28/02/2023;4:00;20.2;0.0;77.77;22.28;0.0
28/02/2023;5:00;19.9;0.0;78.56;34.44;0.0
28/02/2023;6:00;20.3;0.0;76.69;0;0.0
28/02/2023;7:00;21.5;0.0;70.57;145.8;0.2
28/02/2023;8:00;23.6;0.0;60.52;123.6;0.3
28/02/2023;9:00;25.5;0.0;54.72;191.1;0.9
28/02/2023;10:00;27.1;0.0;47.11;193.5;1.4
28/02/2023;11:00;27.1;0.0;50.88;210.2;2.1
28/02/2023;12:00;27.6;0.0;46.21;198.1;1.9
28/02/2023;13:00;27.5;0.0;45.81;204.7;2.3
28/02/2023;14:00;26.9;0.0;47.95;196.3;2.5
28/02/2023;15:00;26.6;0.0;50.72;188.7;2.0
28/02/2023;16:00;25.7;0.0;50.85;191.5;1.8
28/02/2023;17:00;24.5;0.0;57.31;193.9;1.7
28/02/2023;18:00;23.0;0.0;63.58;204.4;1.7
28/02/2023;19:00;21.4;0.0;70.59;189.2;1.2
28/02/2023;20:00;21.5;0.0;68.69;136.1;0.3
28/02/2023;21:00;22.4;0.0;66.12;202.9;0.5
28/02/2023;22:00;20.4;0.0;76.12;197.7;1.1
28/02/2023;23:00;20.5;0.0;76.33;158;0.4
